Scientific Name,Common Names,Category
Asclepias purpurascens,Purple Milkweed,Vascular Plant
Matelea,Milkvine,Vascular Plant
Centaurium pulchellum,Branched Centaury,Vascular Plant
Gentiana puberulenta,Downy Gentian,Vascular Plant
Gentiana saponaria var. saponaria,Harvestbells,Vascular Plant
Diodia,Buttonweed,Vascular Plant
Diodia teres var. teres,Poorjoe,Vascular Plant
Galium obtusum ssp. obtusum,Bluntleaf Bedstraw,Vascular Plant
Houstonia pusilla,Tiny Bluet,Vascular Plant
Geranium,Geranium,Vascular Plant
Blephilia,Pagoda-Plant,Vascular Plant
Isanthus brachiatus,"False Pennyroyal, Fluxweed",Vascular Plant
Lamiaceae,Mints,Vascular Plant
Lycopus,"Water Horehound, Waterhorehound",Vascular Plant
Monarda,Beebalm,Vascular Plant
Monarda fistulosa ssp. fistulosa,Wildbergamot Beebalm,Vascular Plant
Monarda fistulosa ssp. fistulosa var. mollis,Oswego Tea,Vascular Plant
Mosla dianthera,"Miniature Beefsteak, Miniature Beefsteakplant",Vascular Plant
Perilla frutescens var. crispa,Beefsteakplant,Vascular Plant
Perilla frutescens var. frutescens,Beefsteakplant,Vascular Plant
Pycnanthemum,Mountainmint,Vascular Plant
Pycnanthemum incanum var. incanum,Hoary Mountainmint,Vascular Plant
Pycnanthemum pycnanthemoides var. pycnanthemoides,Southern Mountainmint,Vascular Plant
Pycnanthemum verticillatum,Whorled Mountainmint,Vascular Plant
Pycnanthemum verticillatum var. pilosum,Whorled Mountainmint,Vascular Plant
Scutellaria,"Huachuca Skullcap, Skullcap",Vascular Plant
Scutellaria nervosa,Veiny Skullcap,Vascular Plant
Scutellaria ovata ssp. ovata,Heartleaf Skullcap,Vascular Plant
Scutellaria parvula,Small Skullcap,Vascular Plant
Scutellaria parvula var. australis,Small Skullcap,Vascular Plant
Scutellaria parvula var. missouriensis,Leonard's Skullcap,Vascular Plant
Trichostema setaceum,Narrowleaf Bluecurls,Vascular Plant
Fraxinus,Ash,Vascular Plant
Agalinis,False Foxglove,Vascular Plant
Agalinis gattingeri,Roundstem False Foxglove,Vascular Plant
Agalinis skinneriana,Skinner's False Foxglove,Vascular Plant
Agalinis tenuifolia var. tenuifolia,Slenderleaf False Foxglove,Vascular Plant
Aureolaria flava var. flava,Smooth Yellow False Foxglove,Vascular Plant
Aureolaria patula,Spreading Yellow False Foxglove,Vascular Plant
Dasistoma macrophylla,Mullein Foxglove,Vascular Plant
Pedicularis canadensis ssp. canadensis,Canadian Lousewort,Vascular Plant
Bacopa rotundifolia,"Disc Waterhyssop, Disk Waterhyssop, Disk Water-Hyssop, Wet Waterhyssop",Vascular Plant
Gratiola virginiana var. virginiana,Roundfruit Hedgehyssop,Vascular Plant
Penstemon pallidus,Pale Beardtongue,Vascular Plant
Penstemon tenuiflorus,Eastern Whiteflower Beardtongue,Vascular Plant
Plantago media,"Hoary Plantain, Lanceleaf Plantain",Vascular Plant
Plantago rugelii var. rugelii,Rugel's Plantain,Vascular Plant
Veronica polita,Gray Field Speedwell,Vascular Plant
Verbena hastata var. hastata,Swamp Verbena,Vascular Plant
Verbena urticifolia var. urticifolia,White Vervain,Vascular Plant
Lindera benzoin var. pubescens,Northern Spicebush,Vascular Plant
Erythronium americanum ssp. americanum,American Troutlily,Vascular Plant
Liliaceae,None,Vascular Plant
Lilium canadense ssp. canadense,Canadian Lily,Vascular Plant
Lilium michiganense,Michigan Lily,Vascular Plant
Lilium philadelphicum var. philadelphicum,Wood Lily,Vascular Plant
Melanthium woodii,Wood's Bunchflower,Vascular Plant
Stenanthium gramineum var. robustum,Eastern Featherbells,Vascular Plant
Trillium sessile,Toadshade,Vascular Plant
Smilax ecirrata,"Greenbriar, Upright Carrionflower, Upright Carrion-Flower",Vascular Plant
Acalypha,Copperleaf,Vascular Plant
Croton willdenowii,Willdenow's Croton,Vascular Plant
Hypericum,St. Johnswort,Vascular Plant
Hypericum denticulatum,Coppery St. Johnswort,Vascular Plant
Hypericum dolabriforme,Straggling St. Johnswort,Vascular Plant
Hypericum frondosum,Cedarglade St. Johnswort,Vascular Plant
Hypericum harperi,Sharplobe St. Johnswort,Vascular Plant
Hypericum sphaerocarpum,Roundseed St. Johnswort,Vascular Plant
Triadenum tubulosum,Lesser Marsh St. Johnswort,Vascular Plant
Linum,Flax,Vascular Plant
Viola lanceolata ssp. lanceolata,Bog White Violet,Vascular Plant
Viola palmata var. palmata,Violet,Vascular Plant
Viola pedatifida,Crow-Foot Violet,Vascular Plant
Hibiscus laevis,Halberdleaf Rosemallow,Vascular Plant
Gaura,Beeblossom,Vascular Plant
Ludwigia hirtella,Spindleroot,Vascular Plant
Oenothera clelandii,"Cleland's Evening Primrose, Cleland's Evening-Primrose",Vascular Plant
Ophioglossum,"Adderstongue, Adder's-Tongue",Vascular Plant
Carex decomposita,Cypressknee Sedge,Vascular Plant
Carex glaucodea,Blue Sedge,Vascular Plant
Carex hitchcockiana,Hitchcock's Sedge,Vascular Plant
Carex mesochorea,Midland Sedge,Vascular Plant
Carex picta,Boott's Sedge,Vascular Plant
Carex stipata var. stipata,Owlfruit Sedge,Vascular Plant
Carex straminea,Eastern Straw Sedge,Vascular Plant
Carex tribuloides var. sangamonensis,Blunt Broom Sedge,Vascular Plant
Carex tribuloides var. tribuloides,Blunt Broom Sedge,Vascular Plant
Cyperaceae,Sedges,Vascular Plant
Cyperus retrorsus var. retrorsus,Pine Barren Flatsedge,Vascular Plant
Rhynchospora macrostachya,Tall Horned Beaksedge,Vascular Plant
Scirpus georgianus,Georgia Bulrush,Vascular Plant
Scleria,Nutrush,Vascular Plant
Scleria pauciflora var. pauciflora,Fewflower Nutrush,Vascular Plant
Aristida dichotoma,Churchmouse Threeawn,Vascular Plant
Cinna,Woodreed,Vascular Plant
Dactylis glomerata ssp. glomerata,Orchardgrass,Vascular Plant
Danthonia,"Danthonia, Oatgrass",Vascular Plant
Dichanthelium,Rosette Grass,Vascular Plant
Dichanthelium dichotomum var. ramulosum,A Panic Grass,Vascular Plant
Dichanthelium malacophyllum,Softleaf Rosette Grass,Vascular Plant
Dichanthelium oligosanthes var. oligosanthes,Heller's Rosette Grass,Vascular Plant
Eragrostis reptans,Creeping Lovegrass,Vascular Plant
Glyceria,Mannagrass,Vascular Plant
Glyceria acutiflora,Creeping Mannagrass,Vascular Plant
Leptochloa panicea,Mucronate Sprangletop,Vascular Plant
Muhlenbergia capillaris var. capillaris,Hairawn Muhly,Vascular Plant
Muhlenbergia capillaris var. trichopodes,Cutover Muhly,Vascular Plant
Panicum virgatum var. virgatum,Switchgrass,Vascular Plant
Saccharum,"Sugar Cane, Sugarcane",Vascular Plant
Sporobolus compositus,Dropseed,Vascular Plant
Sporobolus neglectus,"Puffsheath Dropseed, Small Dropseed",Vascular Plant
Sporobolus vaginiflorus,"Poverty Dropseed, Poverty Grass",Vascular Plant
Asplenium platyneuron var. platyneuron,Ebony Spleenwort,Vascular Plant
Asplenium ruta-muraria var. lanceolum,Lance Asplenium,Vascular Plant
Asplenium X trudellii,Trudell's Spleenwort,Vascular Plant
Pleopeltis,Scaly Polypody,Vascular Plant
Cystopteris,"Bladder Fern, Bladderfern, Brittle Fern",Vascular Plant
Cissampelos,None,Vascular Plant
Dicentra,Bleeding Heart,Vascular Plant
Enemion biternatum,Eastern False Rue Anemone,Vascular Plant
Ranunculus micranthus,Rock Buttercup,Vascular Plant
Ranunculus pusillus var. pusillus,Low Spearwort,Vascular Plant
Elaeagnus umbellata var. parvifolia,"Autumn Olive, Oleaster",Vascular Plant
Morus rubra var. rubra,Red Mulberry,Vascular Plant
Agrimonia,Agrimony,Vascular Plant
Aruncus dioicus var. dioicus,Bride's Feathers,Vascular Plant
Fragaria virginiana ssp. grayana,Virginia Strawberry,Vascular Plant
Fragaria virginiana ssp. virginiana,Virginia Strawberry,Vascular Plant
Geum,Avens,Vascular Plant
Geum canadense var. canadense,Canada Avens,Vascular Plant
Physocarpus opulifolius var. opulifolius,Common Ninebark,Vascular Plant
Prunus angustifolia var. angustifolia,Chickasaw Plum,Vascular Plant
Rosa carolina var. carolina,Carolina Rose,Vascular Plant
Rosa setigera var. setigera,Climbing Rose,Vascular Plant
Rosa setigera var. tomentosa,Climbing Rose,Vascular Plant
Rubus bifrons,Himalayan Berry,Vascular Plant
Spiraea tomentosa var. rosea,Steeplebush,Vascular Plant
Spiraea tomentosa var. tomentosa,Steeplebush,Vascular Plant
Waldsteinia fragarioides ssp. fragarioides,Barren Strawberry,Vascular Plant
Ulmus,Elm,Vascular Plant
Ulmus thomasii,None,Vascular Plant
Pilea pumila var. pumila,Canadian Clearweed,Vascular Plant
Urticaceae,Nettles,Vascular Plant
Comandra umbellata ssp. umbellata,Bastard Toadflax,Vascular Plant
Acer negundo var. negundo,Boxelder,Vascular Plant
Aesculus,"Buckeye, Horsechestnut",Vascular Plant
Ribes missouriense,Missouri Gooseberry,Vascular Plant
Heuchera,Alumroot,Vascular Plant
Heuchera parviflora,Littleflower Alumroot,Vascular Plant
Heuchera parviflora var. parviflora,Littleflower Alumroot,Vascular Plant
Heuchera parviflora var. puberula,Littleflower Alumroot,Vascular Plant
Heuchera villosa var. villosa,Hairy Alumroot,Vascular Plant
Calystegia sepium ssp. sepium,Hedge False Bindweed,Vascular Plant
Calystegia silvatica ssp. fraterniflora,Shortstalk False Bindweed,Vascular Plant
Ipomoea,"Morningglory, Morning-Glory",Vascular Plant
Physalis cordata,Heartleaf Groundcherry,Vascular Plant
Physalis heterophylla var. heterophylla,Clammy Groundcherry,Vascular Plant
Physalis virginiana var. virginiana,Virginia Groundcherry,Vascular Plant
Solanum carolinense var. carolinense,Carolina Horsenettle,Vascular Plant
Vitis cinerea var. cinerea,Graybark Grape,Vascular Plant
Leucobryum,Leucobryum Moss,Nonvascular Plant
Palaemonias ganteri,"Kentucky Cave Shrimp, Mammoth Cave Shrimp",Crab/Lobster/Shrimp
Anthrobia mammouthia,Cave Obligate Spider,Spider/Scorpion
Chthonius packardi,None,Spider/Scorpion
Bomolocha manalis,None,Insect
Melilla xanthometata,None,Insect
Olethreutes lacunana,None,Insect
Pantagrapha limata,None,Insect
Platysenta videns,None,Insect
Psilocorsis querciella,None,Insect
Pterourus glaucus,None,Insect
Pterourus troilus,None,Insect
Sphinx frackii,None,Insect
Olceclostera angelica,None,Insect
Cisthene packardii,None,Insect
Crambidia pallida,Pale Lichen Moth,Insect
Cycnia tenera,None,Insect
Haploa reversa,None,Insect
Callizzia amorata,None,Insect
Pseudothyatira cymatophoroides,None,Insect
Neaphaenops tellkampf,None,Insect
Ptomaphagus hirtus,None,Insect
Efferia,None,Insect
Laphria,None,Insect
Idia americalis,American Idia,Insect
Anasa,None,Insect
Xylocopa,Carpenter Bees,Insect
Polistes,None,Insect
Acrolophus plumifrontella,None,Insect
Munroessa gyralis,None,Insect
Perispasta caeculalis,None,Insect
Urola nivalis,None,Insect
Caenurgina crassiuscula,"Clover Looper, Grass Looper",Insect
Catocala andromedae,None,Insect
Catocala micronympha,None,Insect
Catocala ultronia,None,Insect
Dasychira pinicola,Pine Tussock Moth,Insect
Dasychira tephra,None,Insect
Orgyia definita,None,Insect
Palthis asopialis,Faint-Spotted Palthis,Insect
Anacamptodes vellivolata,None,Insect
Anavitrinella pampinaria,"Common Gray, Cranberry Spanworm",Insect
Ecliptopera atricolorata,None,Insect
Glena plumosaria,None,Insect
Haematopis grataria,None,Insect
Hydrelia inornata,Unadorned Carpet,Insect
Hypomecis umbrosaria,None,Insect
Idaea furciferata,None,Insect
Leptostales rubromarginaria,None,Insect
Lomographa vestaliata,White Spring Moth,Insect
Metarranthis angularia,None,Insect
Patalene olyzonaria,None,Insect
Semiothisa aemulataria,None,Insect
Semiothisa bicolorata,None,Insect
Semiothisa continuata,None,Insect
Semiothisa multilineata,Many-Lined Angle,Insect
Xanthotype sospeta,None,Insect
Artace cribraria,None,Insect
Apoda biguttata,None,Insect
Isochaetes beutenmuelleri,None,Insect
Natada nasoni,None,Insect
Lacosoma chiridota,None,Insect
Acronicta haesitata,None,Insect
Acronicta inclara,None,Insect
Acronicta laetifica,None,Insect
Allagrapha aerea,None,Insect
Apamea vulgaris,None,Insect
Baileya ophthalmica,None,Insect
